Date,Year,Month Number,Month,Month & Year,Mon & Year
10-Jun-90,1990,6,June,June 1990,Jun 1990
11-Jun-90,1990,6,June,June 1990,Jun 1990
12-Jun-90,1990,6,June,June 1990,Jun 1990
13-Jun-90,1990,6,June,June 1990,Jun 1990
14-Jun-90,1990,6,June,June 1990,Jun 1990
15-Jun-90,1990,6,June,June 1990,Jun 1990
16-Jun-90,1990,6,June,June 1990,Jun 1990
17-Jun-90,1990,6,June,June 1990,Jun 1990
18-Jun-90,1990,6,June,June 1990,Jun 1990
19-Jun-90,1990,6,June,June 1990,Jun 1990
20-Jun-90,1990,6,June,June 1990,Jun 1990
21-Jun-90,1990,6,June,June 1990,Jun 1990
22-Jun-90,1990,6,June,June 1990,Jun 1990
23-Jun-90,1990,6,June,June 1990,Jun 1990
24-Jun-90,1990,6,June,June 1990,Jun 1990
25-Jun-90,1990,6,June,June 1990,Jun 1990
26-Jun-90,1990,6,June,June 1990,Jun 1990
27-Jun-90,1990,6,June,June 1990,Jun 1990
28-Jun-90,1990,6,June,June 1990,Jun 1990
29-Jun-90,1990,6,June,June 1990,Jun 1990
30-Jun-90,1990,6,June,June 1990,Jun 1990
1-Jul-90,1990,7,July,July 1990,Jul 1990
2-Jul-90,1990,7,July,July 1990,Jul 1990
3-Jul-90,1990,7,July,July 1990,Jul 1990
4-Jul-90,1990,7,July,July 1990,Jul 1990
5-Jul-90,1990,7,July,July 1990,Jul 1990
6-Jul-90,1990,7,July,July 1990,Jul 1990
7-Jul-90,1990,7,July,July 1990,Jul 1990
8-Jul-90,1990,7,July,July 1990,Jul 1990
9-Jul-90,1990,7,July,July 1990,Jul 1990
10-Jul-90,1990,7,July,July 1990,Jul 1990
11-Jul-90,1990,7,July,July 1990,Jul 1990
12-Jul-90,1990,7,July,July 1990,Jul 1990
13-Jul-90,1990,7,July,July 1990,Jul 1990
14-Jul-90,1990,7,July,July 1990,Jul 1990
15-Jul-90,1990,7,July,July 1990,Jul 1990
16-Jul-90,1990,7,July,July 1990,Jul 1990
17-Jul-90,1990,7,July,July 1990,Jul 1990
18-Jul-90,1990,7,July,July 1990,Jul 1990
19-Jul-90,1990,7,July,July 1990,Jul 1990
20-Jul-90,1990,7,July,July 1990,Jul 1990
21-Jul-90,1990,7,July,July 1990,Jul 1990
22-Jul-90,1990,7,July,July 1990,Jul 1990
23-Jul-90,1990,7,July,July 1990,Jul 1990
24-Jul-90,1990,7,July,July 1990,Jul 1990
25-Jul-90,1990,7,July,July 1990,Jul 1990
26-Jul-90,1990,7,July,July 1990,Jul 1990
27-Jul-90,1990,7,July,July 1990,Jul 1990
28-Jul-90,1990,7,July,July 1990,Jul 1990
29-Jul-90,1990,7,July,July 1990,Jul 1990
30-Jul-90,1990,7,July,July 1990,Jul 1990
31-Jul-90,1990,7,July,July 1990,Jul 1990
1-Aug-90,1990,8,August,August 1990,Aug 1990
2-Aug-90,1990,8,August,August 1990,Aug 1990
3-Aug-90,1990,8,August,August 1990,Aug 1990
4-Aug-90,1990,8,August,August 1990,Aug 1990
5-Aug-90,1990,8,August,August 1990,Aug 1990
6-Aug-90,1990,8,August,August 1990,Aug 1990
7-Aug-90,1990,8,August,August 1990,Aug 1990
8-Aug-90,1990,8,August,August 1990,Aug 1990
9-Aug-90,1990,8,August,August 1990,Aug 1990
10-Aug-90,1990,8,August,August 1990,Aug 1990
11-Aug-90,1990,8,August,August 1990,Aug 1990
12-Aug-90,1990,8,August,August 1990,Aug 1990
13-Aug-90,1990,8,August,August 1990,Aug 1990
14-Aug-90,1990,8,August,August 1990,Aug 1990
15-Aug-90,1990,8,August,August 1990,Aug 1990
16-Aug-90,1990,8,August,August 1990,Aug 1990
17-Aug-90,1990,8,August,August 1990,Aug 1990
18-Aug-90,1990,8,August,August 1990,Aug 1990
19-Aug-90,1990,8,August,August 1990,Aug 1990
20-Aug-90,1990,8,August,August 1990,Aug 1990
21-Aug-90,1990,8,August,August 1990,Aug 1990
22-Aug-90,1990,8,August,August 1990,Aug 1990
23-Aug-90,1990,8,August,August 1990,Aug 1990
24-Aug-90,1990,8,August,August 1990,Aug 1990
25-Aug-90,1990,8,August,August 1990,Aug 1990
26-Aug-90,1990,8,August,August 1990,Aug 1990
27-Aug-90,1990,8,August,August 1990,Aug 1990
28-Aug-90,1990,8,August,August 1990,Aug 1990
29-Aug-90,1990,8,August,August 1990,Aug 1990
30-Aug-90,1990,8,August,August 1990,Aug 1990
31-Aug-90,1990,8,August,August 1990,Aug 1990
1-Sep-90,1990,9,September,September 1990,Sep 1990
2-Sep-90,1990,9,September,September 1990,Sep 1990
3-Sep-90,1990,9,September,September 1990,Sep 1990
4-Sep-90,1990,9,September,September 1990,Sep 1990
5-Sep-90,1990,9,September,September 1990,Sep 1990
6-Sep-90,1990,9,September,September 1990,Sep 1990
7-Sep-90,1990,9,September,September 1990,Sep 1990
8-Sep-90,1990,9,September,September 1990,Sep 1990
9-Sep-90,1990,9,September,September 1990,Sep 1990
10-Sep-90,1990,9,September,September 1990,Sep 1990
11-Sep-90,1990,9,September,September 1990,Sep 1990
12-Sep-90,1990,9,September,September 1990,Sep 1990
13-Sep-90,1990,9,September,September 1990,Sep 1990
14-Sep-90,1990,9,September,September 1990,Sep 1990
15-Sep-90,1990,9,September,September 1990,Sep 1990
16-Sep-90,1990,9,September,September 1990,Sep 1990
17-Sep-90,1990,9,September,September 1990,Sep 1990
18-Sep-90,1990,9,September,September 1990,Sep 1990
19-Sep-90,1990,9,September,September 1990,Sep 1990
20-Sep-90,1990,9,September,September 1990,Sep 1990
21-Sep-90,1990,9,September,September 1990,Sep 1990
22-Sep-90,1990,9,September,September 1990,Sep 1990
23-Sep-90,1990,9,September,September 1990,Sep 1990
24-Sep-90,1990,9,September,September 1990,Sep 1990
25-Sep-90,1990,9,September,September 1990,Sep 1990
26-Sep-90,1990,9,September,September 1990,Sep 1990
27-Sep-90,1990,9,September,September 1990,Sep 1990
28-Sep-90,1990,9,September,September 1990,Sep 1990
29-Sep-90,1990,9,September,September 1990,Sep 1990
30-Sep-90,1990,9,September,September 1990,Sep 1990
1-Oct-90,1990,10,October,October 1990,Oct 1990
2-Oct-90,1990,10,October,October 1990,Oct 1990
3-Oct-90,1990,10,October,October 1990,Oct 1990
4-Oct-90,1990,10,October,October 1990,Oct 1990
5-Oct-90,1990,10,October,October 1990,Oct 1990
6-Oct-90,1990,10,October,October 1990,Oct 1990
7-Oct-90,1990,10,October,October 1990,Oct 1990
8-Oct-90,1990,10,October,October 1990,Oct 1990
9-Oct-90,1990,10,October,October 1990,Oct 1990
10-Oct-90,1990,10,October,October 1990,Oct 1990
11-Oct-90,1990,10,October,October 1990,Oct 1990
12-Oct-90,1990,10,October,October 1990,Oct 1990
13-Oct-90,1990,10,October,October 1990,Oct 1990
14-Oct-90,1990,10,October,October 1990,Oct 1990
15-Oct-90,1990,10,October,October 1990,Oct 1990
16-Oct-90,1990,10,October,October 1990,Oct 1990
17-Oct-90,1990,10,October,October 1990,Oct 1990
18-Oct-90,1990,10,October,October 1990,Oct 1990
19-Oct-90,1990,10,October,October 1990,Oct 1990
20-Oct-90,1990,10,October,October 1990,Oct 1990
21-Oct-90,1990,10,October,October 1990,Oct 1990
22-Oct-90,1990,10,October,October 1990,Oct 1990
23-Oct-90,1990,10,October,October 1990,Oct 1990
24-Oct-90,1990,10,October,October 1990,Oct 1990
25-Oct-90,1990,10,October,October 1990,Oct 1990
26-Oct-90,1990,10,October,October 1990,Oct 1990
27-Oct-90,1990,10,October,October 1990,Oct 1990
28-Oct-90,1990,10,October,October 1990,Oct 1990
29-Oct-90,1990,10,October,October 1990,Oct 1990
30-Oct-90,1990,10,October,October 1990,Oct 1990
31-Oct-90,1990,10,October,October 1990,Oct 1990
1-Nov-90,1990,11,November,November 1990,Nov 1990
2-Nov-90,1990,11,November,November 1990,Nov 1990
3-Nov-90,1990,11,November,November 1990,Nov 1990
4-Nov-90,1990,11,November,November 1990,Nov 1990
5-Nov-90,1990,11,November,November 1990,Nov 1990
6-Nov-90,1990,11,November,November 1990,Nov 1990
7-Nov-90,1990,11,November,November 1990,Nov 1990
8-Nov-90,1990,11,November,November 1990,Nov 1990
9-Nov-90,1990,11,November,November 1990,Nov 1990
10-Nov-90,1990,11,November,November 1990,Nov 1990
11-Nov-90,1990,11,November,November 1990,Nov 1990
12-Nov-90,1990,11,November,November 1990,Nov 1990
13-Nov-90,1990,11,November,November 1990,Nov 1990
14-Nov-90,1990,11,November,November 1990,Nov 1990
15-Nov-90,1990,11,November,November 1990,Nov 1990
16-Nov-90,1990,11,November,November 1990,Nov 1990
17-Nov-90,1990,11,November,November 1990,Nov 1990
18-Nov-90,1990,11,November,November 1990,Nov 1990
19-Nov-90,1990,11,November,November 1990,Nov 1990
20-Nov-90,1990,11,November,November 1990,Nov 1990
21-Nov-90,1990,11,November,November 1990,Nov 1990
22-Nov-90,1990,11,November,November 1990,Nov 1990
23-Nov-90,1990,11,November,November 1990,Nov 1990
24-Nov-90,1990,11,November,November 1990,Nov 1990
25-Nov-90,1990,11,November,November 1990,Nov 1990
26-Nov-90,1990,11,November,November 1990,Nov 1990
27-Nov-90,1990,11,November,November 1990,Nov 1990
28-Nov-90,1990,11,November,November 1990,Nov 1990
29-Nov-90,1990,11,November,November 1990,Nov 1990
30-Nov-90,1990,11,November,November 1990,Nov 1990
1-Dec-90,1990,12,December,December 1990,Dec 1990
2-Dec-90,1990,12,December,December 1990,Dec 1990
3-Dec-90,1990,12,December,December 1990,Dec 1990
4-Dec-90,1990,12,December,December 1990,Dec 1990
5-Dec-90,1990,12,December,December 1990,Dec 1990
6-Dec-90,1990,12,December,December 1990,Dec 1990
7-Dec-90,1990,12,December,December 1990,Dec 1990
8-Dec-90,1990,12,December,December 1990,Dec 1990
9-Dec-90,1990,12,December,December 1990,Dec 1990
10-Dec-90,1990,12,December,December 1990,Dec 1990
11-Dec-90,1990,12,December,December 1990,Dec 1990
12-Dec-90,1990,12,December,December 1990,Dec 1990
13-Dec-90,1990,12,December,December 1990,Dec 1990
14-Dec-90,1990,12,December,December 1990,Dec 1990
15-Dec-90,1990,12,December,December 1990,Dec 1990
16-Dec-90,1990,12,December,December 1990,Dec 1990
17-Dec-90,1990,12,December,December 1990,Dec 1990
18-Dec-90,1990,12,December,December 1990,Dec 1990
19-Dec-90,1990,12,December,December 1990,Dec 1990
20-Dec-90,1990,12,December,December 1990,Dec 1990
21-Dec-90,1990,12,December,December 1990,Dec 1990
22-Dec-90,1990,12,December,December 1990,Dec 1990
23-Dec-90,1990,12,December,December 1990,Dec 1990
24-Dec-90,1990,12,December,December 1990,Dec 1990
25-Dec-90,1990,12,December,December 1990,Dec 1990
26-Dec-90,1990,12,December,December 1990,Dec 1990
27-Dec-90,1990,12,December,December 1990,Dec 1990
28-Dec-90,1990,12,December,December 1990,Dec 1990
29-Dec-90,1990,12,December,December 1990,Dec 1990
30-Dec-90,1990,12,December,December 1990,Dec 1990
31-Dec-90,1990,12,December,December 1990,Dec 1990
1-Jan-91,1991,1,January,January 1991,Jan 1991
2-Jan-91,1991,1,January,January 1991,Jan 1991
3-Jan-91,1991,1,January,January 1991,Jan 1991
4-Jan-91,1991,1,January,January 1991,Jan 1991
5-Jan-91,1991,1,January,January 1991,Jan 1991
6-Jan-91,1991,1,January,January 1991,Jan 1991
7-Jan-91,1991,1,January,January 1991,Jan 1991
8-Jan-91,1991,1,January,January 1991,Jan 1991
9-Jan-91,1991,1,January,January 1991,Jan 1991
10-Jan-91,1991,1,January,January 1991,Jan 1991
11-Jan-91,1991,1,January,January 1991,Jan 1991
12-Jan-91,1991,1,January,January 1991,Jan 1991
13-Jan-91,1991,1,January,January 1991,Jan 1991
14-Jan-91,1991,1,January,January 1991,Jan 1991
15-Jan-91,1991,1,January,January 1991,Jan 1991
16-Jan-91,1991,1,January,January 1991,Jan 1991
17-Jan-91,1991,1,January,January 1991,Jan 1991
18-Jan-91,1991,1,January,January 1991,Jan 1991
19-Jan-91,1991,1,January,January 1991,Jan 1991
20-Jan-91,1991,1,January,January 1991,Jan 1991
21-Jan-91,1991,1,January,January 1991,Jan 1991
22-Jan-91,1991,1,January,January 1991,Jan 1991
23-Jan-91,1991,1,January,January 1991,Jan 1991
24-Jan-91,1991,1,January,January 1991,Jan 1991
25-Jan-91,1991,1,January,January 1991,Jan 1991
26-Jan-91,1991,1,January,January 1991,Jan 1991
27-Jan-91,1991,1,January,January 1991,Jan 1991
28-Jan-91,1991,1,January,January 1991,Jan 1991
29-Jan-91,1991,1,January,January 1991,Jan 1991
30-Jan-91,1991,1,January,January 1991,Jan 1991
31-Jan-91,1991,1,January,January 1991,Jan 1991
1-Feb-91,1991,2,February,February 1991,Feb 1991
2-Feb-91,1991,2,February,February 1991,Feb 1991
3-Feb-91,1991,2,February,February 1991,Feb 1991
4-Feb-91,1991,2,February,February 1991,Feb 1991
5-Feb-91,1991,2,February,February 1991,Feb 1991
6-Feb-91,1991,2,February,February 1991,Feb 1991
7-Feb-91,1991,2,February,February 1991,Feb 1991
8-Feb-91,1991,2,February,February 1991,Feb 1991
9-Feb-91,1991,2,February,February 1991,Feb 1991
10-Feb-91,1991,2,February,February 1991,Feb 1991
11-Feb-91,1991,2,February,February 1991,Feb 1991
12-Feb-91,1991,2,February,February 1991,Feb 1991
13-Feb-91,1991,2,February,February 1991,Feb 1991
14-Feb-91,1991,2,February,February 1991,Feb 1991
15-Feb-91,1991,2,February,February 1991,Feb 1991
16-Feb-91,1991,2,February,February 1991,Feb 1991
17-Feb-91,1991,2,February,February 1991,Feb 1991
18-Feb-91,1991,2,February,February 1991,Feb 1991
19-Feb-91,1991,2,February,February 1991,Feb 1991
20-Feb-91,1991,2,February,February 1991,Feb 1991
21-Feb-91,1991,2,February,February 1991,Feb 1991
22-Feb-91,1991,2,February,February 1991,Feb 1991
23-Feb-91,1991,2,February,February 1991,Feb 1991
24-Feb-91,1991,2,February,February 1991,Feb 1991
25-Feb-91,1991,2,February,February 1991,Feb 1991
26-Feb-91,1991,2,February,February 1991,Feb 1991
27-Feb-91,1991,2,February,February 1991,Feb 1991
28-Feb-91,1991,2,February,February 1991,Feb 1991
1-Mar-91,1991,3,March,March 1991,Mar 1991
2-Mar-91,1991,3,March,March 1991,Mar 1991
3-Mar-91,1991,3,March,March 1991,Mar 1991
4-Mar-91,1991,3,March,March 1991,Mar 1991
5-Mar-91,1991,3,March,March 1991,Mar 1991
6-Mar-91,1991,3,March,March 1991,Mar 1991
7-Mar-91,1991,3,March,March 1991,Mar 1991
8-Mar-91,1991,3,March,March 1991,Mar 1991
9-Mar-91,1991,3,March,March 1991,Mar 1991
10-Mar-91,1991,3,March,March 1991,Mar 1991
11-Mar-91,1991,3,March,March 1991,Mar 1991
12-Mar-91,1991,3,March,March 1991,Mar 1991
13-Mar-91,1991,3,March,March 1991,Mar 1991
14-Mar-91,1991,3,March,March 1991,Mar 1991
15-Mar-91,1991,3,March,March 1991,Mar 1991
16-Mar-91,1991,3,March,March 1991,Mar 1991
17-Mar-91,1991,3,March,March 1991,Mar 1991
18-Mar-91,1991,3,March,March 1991,Mar 1991
19-Mar-91,1991,3,March,March 1991,Mar 1991
20-Mar-91,1991,3,March,March 1991,Mar 1991
21-Mar-91,1991,3,March,March 1991,Mar 1991
22-Mar-91,1991,3,March,March 1991,Mar 1991
23-Mar-91,1991,3,March,March 1991,Mar 1991
24-Mar-91,1991,3,March,March 1991,Mar 1991
25-Mar-91,1991,3,March,March 1991,Mar 1991
26-Mar-91,1991,3,March,March 1991,Mar 1991
27-Mar-91,1991,3,March,March 1991,Mar 1991
28-Mar-91,1991,3,March,March 1991,Mar 1991
29-Mar-91,1991,3,March,March 1991,Mar 1991
30-Mar-91,1991,3,March,March 1991,Mar 1991
31-Mar-91,1991,3,March,March 1991,Mar 1991
1-Apr-91,1991,4,April,April 1991,Apr 1991
2-Apr-91,1991,4,April,April 1991,Apr 1991
3-Apr-91,1991,4,April,April 1991,Apr 1991
4-Apr-91,1991,4,April,April 1991,Apr 1991
5-Apr-91,1991,4,April,April 1991,Apr 1991
6-Apr-91,1991,4,April,April 1991,Apr 1991
7-Apr-91,1991,4,April,April 1991,Apr 1991
8-Apr-91,1991,4,April,April 1991,Apr 1991
9-Apr-91,1991,4,April,April 1991,Apr 1991
10-Apr-91,1991,4,April,April 1991,Apr 1991
11-Apr-91,1991,4,April,April 1991,Apr 1991
12-Apr-91,1991,4,April,April 1991,Apr 1991
13-Apr-91,1991,4,April,April 1991,Apr 1991
14-Apr-91,1991,4,April,April 1991,Apr 1991
15-Apr-91,1991,4,April,April 1991,Apr 1991
16-Apr-91,1991,4,April,April 1991,Apr 1991
17-Apr-91,1991,4,April,April 1991,Apr 1991
18-Apr-91,1991,4,April,April 1991,Apr 1991
19-Apr-91,1991,4,April,April 1991,Apr 1991
20-Apr-91,1991,4,April,April 1991,Apr 1991
21-Apr-91,1991,4,April,April 1991,Apr 1991
22-Apr-91,1991,4,April,April 1991,Apr 1991
23-Apr-91,1991,4,April,April 1991,Apr 1991
24-Apr-91,1991,4,April,April 1991,Apr 1991
25-Apr-91,1991,4,April,April 1991,Apr 1991
26-Apr-91,1991,4,April,April 1991,Apr 1991
27-Apr-91,1991,4,April,April 1991,Apr 1991
28-Apr-91,1991,4,April,April 1991,Apr 1991
29-Apr-91,1991,4,April,April 1991,Apr 1991
30-Apr-91,1991,4,April,April 1991,Apr 1991
1-May-91,1991,5,May,May 1991,May 1991
2-May-91,1991,5,May,May 1991,May 1991
3-May-91,1991,5,May,May 1991,May 1991
4-May-91,1991,5,May,May 1991,May 1991
5-May-91,1991,5,May,May 1991,May 1991
6-May-91,1991,5,May,May 1991,May 1991
7-May-91,1991,5,May,May 1991,May 1991
8-May-91,1991,5,May,May 1991,May 1991
9-May-91,1991,5,May,May 1991,May 1991
10-May-91,1991,5,May,May 1991,May 1991
11-May-91,1991,5,May,May 1991,May 1991
12-May-91,1991,5,May,May 1991,May 1991
13-May-91,1991,5,May,May 1991,May 1991
14-May-91,1991,5,May,May 1991,May 1991
15-May-91,1991,5,May,May 1991,May 1991
16-May-91,1991,5,May,May 1991,May 1991
17-May-91,1991,5,May,May 1991,May 1991
18-May-91,1991,5,May,May 1991,May 1991
19-May-91,1991,5,May,May 1991,May 1991
20-May-91,1991,5,May,May 1991,May 1991
21-May-91,1991,5,May,May 1991,May 1991
22-May-91,1991,5,May,May 1991,May 1991
23-May-91,1991,5,May,May 1991,May 1991
24-May-91,1991,5,May,May 1991,May 1991
25-May-91,1991,5,May,May 1991,May 1991
26-May-91,1991,5,May,May 1991,May 1991
27-May-91,1991,5,May,May 1991,May 1991
28-May-91,1991,5,May,May 1991,May 1991
29-May-91,1991,5,May,May 1991,May 1991
30-May-91,1991,5,May,May 1991,May 1991
31-May-91,1991,5,May,May 1991,May 1991
1-Jun-91,1991,6,June,June 1991,Jun 1991
2-Jun-91,1991,6,June,June 1991,Jun 1991
3-Jun-91,1991,6,June,June 1991,Jun 1991
4-Jun-91,1991,6,June,June 1991,Jun 1991
5-Jun-91,1991,6,June,June 1991,Jun 1991
6-Jun-91,1991,6,June,June 1991,Jun 1991
7-Jun-91,1991,6,June,June 1991,Jun 1991
8-Jun-91,1991,6,June,June 1991,Jun 1991
9-Jun-91,1991,6,June,June 1991,Jun 1991
10-Jun-91,1991,6,June,June 1991,Jun 1991
11-Jun-91,1991,6,June,June 1991,Jun 1991
12-Jun-91,1991,6,June,June 1991,Jun 1991
13-Jun-91,1991,6,June,June 1991,Jun 1991
14-Jun-91,1991,6,June,June 1991,Jun 1991
15-Jun-91,1991,6,June,June 1991,Jun 1991
16-Jun-91,1991,6,June,June 1991,Jun 1991
17-Jun-91,1991,6,June,June 1991,Jun 1991
18-Jun-91,1991,6,June,June 1991,Jun 1991
19-Jun-91,1991,6,June,June 1991,Jun 1991
20-Jun-91,1991,6,June,June 1991,Jun 1991
21-Jun-91,1991,6,June,June 1991,Jun 1991
22-Jun-91,1991,6,June,June 1991,Jun 1991
23-Jun-91,1991,6,June,June 1991,Jun 1991
24-Jun-91,1991,6,June,June 1991,Jun 1991
25-Jun-91,1991,6,June,June 1991,Jun 1991
26-Jun-91,1991,6,June,June 1991,Jun 1991
27-Jun-91,1991,6,June,June 1991,Jun 1991
28-Jun-91,1991,6,June,June 1991,Jun 1991
29-Jun-91,1991,6,June,June 1991,Jun 1991
30-Jun-91,1991,6,June,June 1991,Jun 1991
1-Jul-91,1991,7,July,July 1991,Jul 1991
2-Jul-91,1991,7,July,July 1991,Jul 1991
3-Jul-91,1991,7,July,July 1991,Jul 1991
4-Jul-91,1991,7,July,July 1991,Jul 1991
5-Jul-91,1991,7,July,July 1991,Jul 1991
6-Jul-91,1991,7,July,July 1991,Jul 1991
7-Jul-91,1991,7,July,July 1991,Jul 1991
8-Jul-91,1991,7,July,July 1991,Jul 1991
9-Jul-91,1991,7,July,July 1991,Jul 1991
10-Jul-91,1991,7,July,July 1991,Jul 1991
11-Jul-91,1991,7,July,July 1991,Jul 1991
12-Jul-91,1991,7,July,July 1991,Jul 1991
13-Jul-91,1991,7,July,July 1991,Jul 1991
14-Jul-91,1991,7,July,July 1991,Jul 1991
15-Jul-91,1991,7,July,July 1991,Jul 1991
16-Jul-91,1991,7,July,July 1991,Jul 1991
17-Jul-91,1991,7,July,July 1991,Jul 1991
18-Jul-91,1991,7,July,July 1991,Jul 1991
19-Jul-91,1991,7,July,July 1991,Jul 1991
20-Jul-91,1991,7,July,July 1991,Jul 1991
21-Jul-91,1991,7,July,July 1991,Jul 1991
22-Jul-91,1991,7,July,July 1991,Jul 1991
23-Jul-91,1991,7,July,July 1991,Jul 1991
24-Jul-91,1991,7,July,July 1991,Jul 1991
25-Jul-91,1991,7,July,July 1991,Jul 1991
26-Jul-91,1991,7,July,July 1991,Jul 1991
27-Jul-91,1991,7,July,July 1991,Jul 1991
28-Jul-91,1991,7,July,July 1991,Jul 1991
29-Jul-91,1991,7,July,July 1991,Jul 1991
30-Jul-91,1991,7,July,July 1991,Jul 1991
31-Jul-91,1991,7,July,July 1991,Jul 1991
1-Aug-91,1991,8,August,August 1991,Aug 1991
2-Aug-91,1991,8,August,August 1991,Aug 1991
3-Aug-91,1991,8,August,August 1991,Aug 1991
4-Aug-91,1991,8,August,August 1991,Aug 1991
5-Aug-91,1991,8,August,August 1991,Aug 1991
6-Aug-91,1991,8,August,August 1991,Aug 1991
7-Aug-91,1991,8,August,August 1991,Aug 1991
8-Aug-91,1991,8,August,August 1991,Aug 1991
9-Aug-91,1991,8,August,August 1991,Aug 1991
10-Aug-91,1991,8,August,August 1991,Aug 1991
11-Aug-91,1991,8,August,August 1991,Aug 1991
12-Aug-91,1991,8,August,August 1991,Aug 1991
13-Aug-91,1991,8,August,August 1991,Aug 1991
14-Aug-91,1991,8,August,August 1991,Aug 1991
15-Aug-91,1991,8,August,August 1991,Aug 1991
16-Aug-91,1991,8,August,August 1991,Aug 1991
17-Aug-91,1991,8,August,August 1991,Aug 1991
18-Aug-91,1991,8,August,August 1991,Aug 1991
19-Aug-91,1991,8,August,August 1991,Aug 1991
20-Aug-91,1991,8,August,August 1991,Aug 1991
21-Aug-91,1991,8,August,August 1991,Aug 1991
22-Aug-91,1991,8,August,August 1991,Aug 1991
23-Aug-91,1991,8,August,August 1991,Aug 1991
24-Aug-91,1991,8,August,August 1991,Aug 1991
25-Aug-91,1991,8,August,August 1991,Aug 1991
26-Aug-91,1991,8,August,August 1991,Aug 1991
27-Aug-91,1991,8,August,August 1991,Aug 1991
28-Aug-91,1991,8,August,August 1991,Aug 1991
29-Aug-91,1991,8,August,August 1991,Aug 1991
30-Aug-91,1991,8,August,August 1991,Aug 1991
31-Aug-91,1991,8,August,August 1991,Aug 1991
1-Sep-91,1991,9,September,September 1991,Sep 1991
2-Sep-91,1991,9,September,September 1991,Sep 1991
3-Sep-91,1991,9,September,September 1991,Sep 1991
4-Sep-91,1991,9,September,September 1991,Sep 1991
5-Sep-91,1991,9,September,September 1991,Sep 1991
6-Sep-91,1991,9,September,September 1991,Sep 1991
7-Sep-91,1991,9,September,September 1991,Sep 1991
8-Sep-91,1991,9,September,September 1991,Sep 1991
9-Sep-91,1991,9,September,September 1991,Sep 1991
